id,text,label
7988,show me the transaction on mcdonald,transactions
17498,give tom my location,share_location
19083,how much do i make per day,income
17597,how do i obtain the cash for the rewards on my hy-vee card,redeem_rewards
12783,how many pets do you have,do_you_have_pets
21253,convert 100 dollars to euros,exchange_rate
2995,"in x, will i be charged to use my card",international_fees
18031,when does my card expire,expiration_date
18829,i'd like to get dinner suggestions for thai food,meal_suggestion
985,timezone in salt lake city,timezone
860,what are the steps to rollover my 401k,rollover_401k
16861,"can i get my credit limit increased to $15,000",credit_limit_change
4636,please transfer $100 from my checking to my savings account,transfer
7786,what timezone is france in,timezone
1099,how many points earned do i have with my american express card,rewards_balance
14293,can you tell me why my bank account is frozen,account_blocked
19213,is there traffic up ahead,traffic
1905,please alert my bank i'm traveling to europe between april 1st and 5th,travel_notification
21496,"if i am in tulsa, will i get charged extra if i use my card",international_fees
1345,what kind of mileage does this car get,mpg
2917,why did my bank place a hold on my bank account,account_blocked
20190,please tell me this month's transactions on my visa,transactions
4758,timer 5 minutes,timer
18588,how long have you been around,how_old_are_you
20942,let me call mark,make_call
4951,what's the meaning of my life,meaning_of_life
19652,does greece currently have any travel alerts in place,travel_alert
5412,what can i do to improve my credit score,improve_credit_score
8793,"my luggage is lost,what do i do now",lost_luggage
2623,how many mexican pesos can i get for one us dollar,exchange_rate
5467,how can i go about improving my credit score,improve_credit_score
6836,give me instructions on how to change my oil,oil_change_how
15318,whats the predicted weather suppose to be like,weather
14127,"thanks for chatting, later",goodbye
14381,tell me the song that's playing right now,what_song
514,flip a coin and tell me if it's heads,flip_coin
1865,my auto tires need to be checked out so where can i get an appointment,schedule_maintenance
2894,thank you goodbye,goodbye
14832,i believe there's fraud on my card,report_fraud
2471,what pets do you own,do_you_have_pets
8425,"on my vacation request, what is the latest information",pto_request_status
17399,tell lydia and laura where i am located,share_location
5080,i want to shop for new insurance plans,insurance_change
2661,i need to know how long until the next day off,next_holiday
9674,i'd like you to speak a bit slower,change_speed
8795,who do i complain to about my luggage not arriving at the airport,lost_luggage
9301,what health benefits can i use,insurance
17724,clear my calendar for the date of june 23,calendar_update
6517,delete soda from my shopping list and add water to it,shopping_list_update
20174,next song please,next_song
1262,i need help finding my luggage,lost_luggage
16277,how does the dictionary spell antipathy,spelling
8693,may i apply for a new credit card,new_card
15517,what is the minimum i can pay for my telephone bill,min_payment
13537,who do you do task for,who_do_you_work_for
20752,is there any way to change the date of my oil change,schedule_maintenance
16435,return to your factory settings,reset_settings
5861,how many days will it take to get a new credit card to replace the one stolen from me,replacement_card_duration
7511,how long does it take to get to universal studios in los angeles,distance
9170,sure thing,yes
10706,i need to schedule car maintenance,schedule_maintenance
458,i want to know how is my credit card application going,application_status
19535,transfer 1000 dollars from my first national bank to my bethpage federal credit union savings,transfer
6106,whats the status of my delta flight,flight_status
18898,suggest a meal from peru for me,meal_suggestion
15821,i am going to travel to mexico soon; do i need to get a visa,international_visa
12115,can i get a w2 form online,w2
14327,can you give me the name of this tune,what_song
14299,which song is playing,what_song
9530,i wanted to remember what again,reminder
13037,will i need a socket converter when i go to france,plug_type
17474,start sending my location to alex,share_location
21135,where do i find my routing number for my pnc account,routing
18574,can you tell me when you were born,how_old_are_you
5005,new insurance is obtainable how,insurance_change
19934,which subjects can you tell me about,what_can_i_ask_you
11028,okay thanks,thank_you
17104,do you prefer peanut butter or cheese for your celery,shopping_list
8026,i'm famished so give me some places to eat!,restaurant_suggestion
18920,making spaghetti sauce perfectly is done how,recipe
16064,how many days of vacation have i saved,pto_balance
5665,change the language you're using to american english,change_language
2928,why does us bank have a hold on my account,account_blocked
1832,so how many days did i take off,pto_used
16268,i'd like to know how to spell cemetary,spelling
20692,what date will it be 9 days from now,date
22375,what kind of meal should i eat from thailand,meal_suggestion
8506,give me my credit score,credit_score
20886,you need to remind me to do something,reminder_update
9592,read my list of reminders to me,reminder
11581,my credit card was stolen,report_lost_card
7134,i would like for you to confirm my reservation for red robin at 5 pm,confirm_reservation
4313,i need a good italian dish,meal_suggestion
10538,what should i know about the carry on policy for american,carry_on
1651,tell me nutritional info for fish,nutrition_info
3591,please return to default settings,reset_settings
13768,is the restaurant busy at lunchtime,how_busy
5305,schedule a pto request for me on march 1-2,pto_request
6099,what is the projected time frame for the flight to land,flight_status
3882,give ann and scott my location,share_location
12837,tell me how i can schedule a meeting,schedule_meeting
13308,"when is the next holiday, please",next_holiday
4942,what is life all about,meaning_of_life
9269,"what do you suggest for entertainment in tampa, florida",travel_suggestion
16209,what's the letters in 'you' word like,spelling
20732,how many days have i used,pto_used
20170,"now, i want you to play the next song",next_song
18821,do you know an good pasta dishes,meal_suggestion
14002,i cannot recall the pin for my savings account,pin_change
10772,my check engine light is on and i need to take a look at it,schedule_maintenance
7513,it takes how long to get to mcdonald's in pomona,distance
10939,i want for you to disconnect from my phone,sync_device
15850,do i need a visa to spain,international_visa
20757,help me find somewhere to schedule a check up on my car's tires,schedule_maintenance
5962,do you know the current time in southern california,time
15428,how much will i pay the government back in taxes,taxes
13354,find out for me when the next holiday will be,next_holiday
10302,can you tell me what 30% off 279 is,calculator
797,has my reservation for john at bardenay been confirmed,confirm_reservation
11223,will the chicken have gone bad if it's been in the fridge since monday,food_last
7763,does phoenix have a different timezone,timezone
13746,how busy is imanas tei at 7 dinner,how_busy
17878,is there a way to tell if you are real or an ai,are_you_a_bot
1049,please give me the name of a few good options for places to eat dinner tonight,restaurant_suggestion
21830,how do i get to the bowling alley by foot,directions
15358,how is the weather in seattle,weather
21068,how many calories are in oreos,calories
10865,can you let my bank know i'll be in uruguay from january to august,travel_notification
6463,do you know where you were born,where_are_you_from
22314,what is your date of birth,how_old_are_you
21390,have my goods been delivered yet,order_status
4723,set a brand new timer for eight seconds,timer
20418,at the point when should i get my oil changed straightaway,oil_change_when
14249,what would cause me to be locked out of my bank account,account_blocked
6402,where is your country of origin,where_are_you_from
7695,i wanna know what do you call me,user_name
20515,what are the things that i wanted to keep in mind,reminder
20949,please initiate a phone call to my boss,make_call
16601,info on setting up direct deposit,direct_deposit
18897,what should i get at a mexican restaurant,meal_suggestion
13687,how high is my credit limit for my citigroup card,credit_limit
328,i want to know fun facts about koala bears,fun_fact
5779,when will i get my next paycheck,payday
141,is there any consensun regarding lifes true meaning,meaning_of_life
10327,what is 2+2,calculator
7170,i would like to try and confirm that i have a reservation at macaroni grill for silva,confirm_reservation
20683,"in 4 days, what date will it be",date
16186,where is the closest applebees to the empire state building,directions
4717,i really need to set a timer,timer
12909,what type of gas does the car use,gas_type
6474,where are you from,where_are_you_from
2429,i need my routing number for my checking account at bb&t bank,routing
392,how can i request a new credit card,replacement_card_duration
7100,can you check my reservations for mortons under david winters,confirm_reservation
10983,stop the connection with my phone,sync_device
3129,let me know how many pounds are in 10 kilos,measurement_conversion
16656,help me set up direct deposit to my bank of hawaii checking account,direct_deposit
12045,can you use a different accent,change_accent
5809,when can you send me a replacement card,replacement_card_duration
14399,are there any transaction fees associated with my chase card if i am in tokyo,international_fees
8602,is this how i apply for a discover card,new_card
1554,double the speaking speed please,change_speed
19670,provide assistance on what to do to make a vacation request,pto_request
4019,can i get to work on my fuel tank,gas
12399,let my credit card company know that my card split in half,damaged_card
13171,is there a way to tell if i need new tires,tire_change
14183,bye now,goodbye
2377,i have a damaged card that needs replaced because my son dropped it in a blender,damaged_card
22007,on the third i am looking for a flight for under 700 from denver international to new york international,book_flight
4873,tell me what monstrosity means,definition
22380,show me popular sushi recipes,recipe
18894,let me pick your brain what do you think we should do for dinner tonight,meal_suggestion
14022,how do i get a new pin,pin_change
13484,make the volume 4,change_volume
4883,can you tell me what dirge means,definition
3764,book me a flight from midway to jfk for less than 200 dollars,book_flight
9684,please stop talking so fast,change_speed
19717,find me cat trivia now please,fun_fact
21219,tell me when to next change my tires,tire_change
17523,can you help me begin the process of redeeming credit card points,redeem_rewards
8628,i desire to apply for a bank of america travel rewards credit card,new_card
6823,do you know how to change car oil,oil_change_how
19054,could you tell me about my income,income
13556,you working for someone else on the side,who_do_you_work_for
9655,can you slow down your speech,change_speed
7892,could you play the next song on this playlist,next_song
6434,what's your place of manufacture,where_are_you_from
3140,how does measurement a convert to measurement b,measurement_conversion
19065,can i have more information about my income,income
22055,i want a text sent to bob saying i will be late,text
22256,i don't need my reservation for 5 at the loft please cancel it,cancel_reservation
5346,what do i need to do if i want to ask for vacation time,pto_request
419,i need you to tell me what time it is in new york now,time
5134,where is my phone,find_phone
14098,can you help me remember my pin to my boa account,pin_change
16449,help me get my device back to it's factory settings,reset_settings
7240,shut down my account,freeze_account
6302,i need to change my name to something else for you to call me,change_user_name
10242,i want to reserve an uber to go to the airport,uber
14502,can you find the date of my last oil change,last_maintenance
21360,what is the reservation policy for spago in beverly hills,accept_reservations
21737,put whisper mode on,whisper_mode
8377,how much money did i spend on tent equipment four hours ago,spending_history
10358,what is 606 divided by 5,calculator
12252,what time do i have to pay z bill,bill_due
21446,can anyone let me know the reason behind my frozen bank account,account_blocked
2123,how do i report that i lost the card,report_lost_card
13322,when's the next time i get a day off,next_holiday
13208,whats euros kroner in 25,exchange_rate
15706,silence,cancel
20918,my card is lost and i need to know how to report it,report_lost_card
13503,let me know who is your boss,who_do_you_work_for
17043,find me a roundtrip flight from dallas to los angeles from march 2 to march 10,book_flight
3083,let me know what ingredients i need to make pasta,ingredients_list
20963,please add alarms at 430am and 1030am,alarm
19022,how much money am i making,income
14032,switch my amex pin to 1234,pin_change
6604,what kinds of questions can you answer,what_can_i_ask_you
15146,i want a hotel booked in salem near the concert hall from the first to the second,book_hotel
13934,can i please get the status my order,order_status
2027,what length of time is safe for consuming leftover meatloaf stored in the fridge,food_last
19723,you need to change your language setting to russian please,change_language
21095,my card got dropped in the shredded and i need it replaced,damaged_card
22403,what's my yearly income,income
743,michael will reserve a table for two at 7:00pm for olive garden,restaurant_reservation
15383,tell me about the weather today,weather
2124,how do i report my very lost card,report_lost_card
5756,day that i get paid,payday
16872,can i increase the credit limit on my old navy card,credit_limit_change
7300,where do i go the transfer my 401k,rollover_401k
22163,do you consider yourself an artificial intelligence being,are_you_a_bot
7557,how long does it take to get to applebees in nj,distance
12626,how can i find my routing number from bank of america,routing
3553,"hello, how are things",greeting
14441,tell me if there is any transaction fee using royal card in europe,international_fees
17575,i want to utilize my credit card points,redeem_rewards
11427,set a reminder for later,reminder_update
2353,what is the calorie content in spaghetti,calories
8004,what restaurants are pet friendly near here,restaurant_suggestion
20062,can my 401k rollover or not,rollover_401k
1304,i need you to repeat that please,repeat
4955,help me figure out the meaning of life,meaning_of_life
8917,tell me the gas mileage on my car,mpg
7979,what did i spend at target on my barclays card last month,transactions
15217,can i have my current gps coordinates,current_location
5920,what time is it getting to be,time
10590,do i need to pay for delta carry on,carry_on
16367,how's life,greeting
4870,read me the definition of ajar,definition
18371,heard any good jokes lately,tell_joke
8574,what is my fica score,credit_score
12075,please set to female voice,change_accent
10525,what am i allowed to carry on for american airlines,carry_on
3410,do i need a visa to get to puerto rico,international_visa
21261,the next holiday is when,next_holiday
19554,will you start a timer for me,timer
3028,i'd like to know the last time my car got looked at,last_maintenance
22399,what's my income before taxes,income
4566,how would i say goodbye if i were norwegian,translate
5330,please tell me how to submit a vacation request,pto_request
17653,play heart shaped box,play_music
20296,can you tell me whether or not you approved my vacation time,pto_request_status
16930,what sorts of things do you do to have a good time,what_are_your_hobbies
18557,what is your creation date,how_old_are_you
14121,"later, thanks for chatting",goodbye
1378,when does this car need oil changes,oil_change_when
17851,is there anything real about you,are_you_a_bot
20738,can you tell how many days i already took off this year,pto_used
19879,what place were you born at,where_are_you_from
18399,rename yourself to betty,change_ai_name
3056,what time is today's meeting,meeting_schedule
4030,where can i find my gas tank,gas
13758,"around 5 pm, how busy is kaya",how_busy
6873,how can i change my oil in my car,oil_change_how
9253,what are some touristy things to do in boston,travel_suggestion
17934,can my car get to dallas with the gas currently in my tank,gas
594,what region were you born,where_are_you_from
16389,"hi there, how are things",greeting
3179,i really need you to find me a hotel with good reviews in phoenix,book_hotel
3800,is garlic on my grocery list,shopping_list
8074,what are some good places in kentucky that serve sushi,restaurant_suggestion
11952,did i create a task to clean the gutters on my list,todo_list
3257,what is the weather doing in austin,weather
20639,i need you to schedule an uber pickup for me and three other people at 7pm to go to abe's pizza,uber
4046,tell me my gas tank levels,gas
9902,does my credit card apr fall into a good range,apr
11133,can you roll a 10 sided die,roll_dice
6868,how do i change my car oil,oil_change_how
4112,i do not want my reservation anymore,cancel_reservation
21139,what type of pet is in your home,do_you_have_pets
6455,where was your home before here,where_are_you_from
4158,can you tell me something funny about science,tell_joke
18465,let me change your name to dina,change_ai_name
562,change name for me,change_user_name
3472,how many weeks of vacation time do i have,pto_balance
8314,have i been spending a lot on groceries lately,spending_history
5334,can you tell me how to make a vacation request,pto_request
16569,i need your name,what_is_your_name
22211,what month does my card stop working,expiration_date
14383,do you know what song this is,what_song
8124,can you tell me how many points i have on my kohls card,rewards_balance
9551,what is on my reminder list,reminder
1719,i need an uber to get to the bank,uber
21604,i want you to turn the tv on,smart_home
4894,what does zesty mean,definition
17969,how much does it cost to get my car filled up,gas
2682,quieter please,change_volume
1796,what's the date,date
17235,send a text to ashley and ask her what she wants to do for supper,text
18541,could you tell me when you were born,how_old_are_you
18654,can you help me book a car rental in seattle,car_rental
14861,i must report fraudulent activity on my debit,report_fraud
10354,if i win 200000 how do i split it 7 ways,calculator
21290,please turn the volume to 4,change_volume
18921,making ribs perfectly is done how,recipe
2014,when does the jerky expire,food_last
13233,what's the currency conversion between rubles and pounds,exchange_rate
2425,what's the average review for olive garden,restaurant_reviews
18502,how many days old are you,how_old_are_you
18956,i need a recipe for chicken pot pie,recipe
11798,i need to call mark,make_call
20721,what is the amount of pto have i use,pto_used
21245,what's 100 dollars in euros,exchange_rate
10227,we need an uber pool for 2 passengers going to the greenboro airport,uber
14036,i need to change my pin number for my account,pin_change
13836,i need to find out do you know if zeus does reservations,accept_reservations
15180,help me find a good reviews hotel in la,book_hotel
7467,who crafted you,who_made_you
19716,read me some different cat trivia items,fun_fact
3144,how many centimeters are in 12 meters,measurement_conversion
6,how would one say cruiser in china,translate
16179,where is starbucks,directions
579,tell me where you're from,where_are_you_from
12689,please tell me my bank of america routing number,routing
16727,what is the interest rate i am receiving from the start of the year,interest_rate
11747,dial x's number,make_call
21508,do you remember when i last got my car looked at,last_maintenance
20598,do you know the apr on my chase credit card,apr
7746,whats the timezone for modesto,timezone
6357,call me mary,change_user_name
4185,"your new name is joe, okay",change_ai_name
12787,what are the pets that you take care of,do_you_have_pets
9573,reminders of my list is what,reminder
5897,what is the time frame to get a new card mailed to me,replacement_card_duration
21938,how can i learn how to use direct deposit,direct_deposit
4505,"i need you to translate the sentence, 'we will be there soon' into portuguese",translate
14177,adios!,goodbye
582,where was it you were born,where_are_you_from
4269,"i'm almost certain my car battery died, please tell me what to do",jump_start
7427,who created you,who_made_you
19903,would you be willing to add bread to my shopping list if i haven't already,shopping_list_update
7550,"so to go to brooklyn, it would take me how long again",distance
18176,put this song in vibes playlist,update_playlist
12589,look up the ratings for olive garden,restaurant_reviews
13506,what is the name of your boss,who_do_you_work_for
11278,how long can i expect chicken breast to be good for before expiration,food_last
15550,i need to pay the smallest amount on my phone bill,min_payment
9179,i believe that's true,yes
4676,can you transfer money from my account,transfer
3978,take work from my calendar for may 7th,calendar_update
15637,let's switch out of whisper mode,whisper_mode
3916,how can i get my rewards for my master card,redeem_rewards
21288,i need your volume increased,change_volume
8620,apply for a kbc card for me,new_card
14143,later gator!,goodbye
15937,is it recommended to get any specific shots before i travel to japan,vaccines
15287,how can i go about finding my current location,current_location
4807,what is the meaning of stupendous,definition
19290,if im traveling to the hospital around noon what is the traffic typically like,traffic
14603,how many meetings do i have scheduled between 10 and 3,meeting_schedule
18103,add this song to my jazz playlist,update_playlist
11742,i want you to call bella,make_call
7895,skip to next song,next_song
12618,"ai, what is my chase checking routing number",routing
17997,do i have enough gas in the fuel tank,gas
1317,come again,repeat
15772,don't do this process,cancel
16397,"howdy, what's new",greeting
6063,when will my credit card app be approved,application_status
17593,i want to redeem my card points for cash,redeem_rewards
18207,there is no need to confirm my reservation,cancel_reservation
4539,translate hello english to french,translate
6035,can you tell me if my application for a credit card has been processed yet it was at chase bank,application_status
1691,have i gotten around to adding the bike ride to my calendar yet,calendar
507,when is boarding scheduled for my flight,flight_status
4981,where is there meaning in life,meaning_of_life
5168,do you know where my phone is located now,find_phone
12634,"what is the correct routing number for my citizens bank account, pennsylvania",routing
10994,can you get access to my phone right now,sync_device
6384,you can call me al,change_user_name
6315,you can call me sarah,change_user_name
21818,what is the amount of time i can request off in the coming year,pto_balance
1436,what are some fun local experiences in canada,travel_suggestion
16176,what are the nearest streets to the statue of liberty in new york,directions
19602,i want to get new insurance,insurance_change
9315,what benefits are available with my insurance,insurance
7481,who made the ai,who_made_you
10911,stop syncing with this phone,sync_device
7179,can you confirm my reservation for jaime at red lobster,confirm_reservation
16486,restore the factory settings,reset_settings
5867,what's the usual time to get a new card when your previous one was lost,replacement_card_duration
18121,i would like to add you say by lauren daigle to my playlist,update_playlist
11808,please set alarm for me,alarm
19484,i was at costco trying to buy sheets and my card got declined,card_declined
3671,what interest rate am i getting from sunflower bank,interest_rate
4355,what's my yearly salary,income
16604,what are the steps for setting up direct deposit for my paycheck,direct_deposit
14576,when did i take my car to the mechanic,last_maintenance
15791,can you stop speaking,cancel
14208,check for why is my bank account frozen,account_blocked
6752,not sure if that's a yes or a no,maybe
4843,what does discretionary mean,definition
16074,please tell me how many vacation days i currently have,pto_balance
20748,schedule me an appointment to get my tires checked out,schedule_maintenance
19338,i must order some more checks for my checking account,order_checks
14948,i need to know how to convert liters into pints,measurement_conversion
2821,is my order on its way or what's going on,order_status
4866,what does rescind mean,definition
4923,i wish to know the meaning of life,meaning_of_life
7368,i desperately need to rollover my 401k somehow,rollover_401k
6959,reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
10121,show me my calendar for next sunday,calendar
3057,check the start time of the meeting scheduled for today,meeting_schedule
9102,that is not false,yes
6697,what tasks can you complete for me,what_can_i_ask_you
2761,would tio's be crowded at 7,how_busy
19259,is traffic heavy on my route to washington,traffic
11025,why thank you,thank_you
634,please help me to know what type of things you can help me with,what_can_i_ask_you
9791,tire pressure please,tire_pressure
16621,how do i get direct deposit for my paycheck,direct_deposit
3749,"book me a flight to jackson, mississippi from austin texas on american airlines",book_flight
1211,could you tell me what my credit score is,credit_score
9261,give me a list of things to do in orlando,travel_suggestion
21873,wassup,greeting
12185,i need to know where to get a w-2 form,w2
19087,what is your current income,income
11265,"i have had pizza in the fridge since monday, so is it safe to eat",food_last
7664,what name do you call me,user_name
8640,apply for an american express card,new_card
12529,does applebee's have good reviews,restaurant_reviews
12823,add a new meeting with tom for 6pm,schedule_meeting
2717,who controls you,who_do_you_work_for
16852,is there a way to raise my mastercard credit,credit_limit_change
17979,what is my current amount of gas,gas
18224,cancel the reservation i made for 8 pm at black rock,cancel_reservation
14023,tell me how i can get a new pin number,pin_change
22105,what can i buy with credit card points,redeem_rewards
12345,what's the caloric content in a bowl of rice crispies with milk,calories
14424,what are the international transaction fees on my amex,international_fees
5567,give me trivia about bats,fun_fact
15657,i want you to use whisper voice now,whisper_mode
3880,what is my current location,share_location
13457,turn the volume up,change_volume
11732,call bob for me,make_call
8983,how does this car do with mpg in the city,mpg
13194,can you tell me when my tires should get changed,tire_change
17168,which purchases are on my shopping list,shopping_list
7364,i need a 401k rolled over to my brand new job,rollover_401k
21052,tell me when my mastercard bill should be paid,bill_due
17833,are you a live person or a computer,are_you_a_bot
12750,kind of what pets do you have,do_you_have_pets
16618,set my paycheck up for direct deposit,direct_deposit
464,can you please let me know the status of my capital one application,application_status
6710,who knows,maybe
12732,so what pets do you have,do_you_have_pets
4326,how do you prepare taco,recipe
10214,can you please book an uber to the zoo,uber
14106,this was a great conversation,goodbye
15851,do i need an international visa to go to mexico,international_visa
7123,confirm my reservation at dino's at 6 pm,confirm_reservation
12319,what's the calorie count for tuna casserole,calories
5025,i need new home owners insurance,insurance_change
3152,start the dishwasher,smart_home
21779,is it necessary to get a shot for travel to india,vaccines
3168,what is it like the temperature at ac,smart_home
22371,i need an idea for a french dinner,meal_suggestion
14313,what song am i listening to,what_song
13929,can you tell me if my last amazon order is coming today,order_status
14319,what's the name of this tune,what_song
20454,"can you give me some fun suggestions for tourists to check out in las vegas, please",travel_suggestion
21995,"what are you’re hobbies, ai",what_are_your_hobbies
14135,thanks for talking,goodbye
9603,can you speak slower please,change_speed
10941,mind connecting to my phone,sync_device
17797,i need to delete an event from my calendar,calendar_update
21299,do you work for another person,who_do_you_work_for
18914,you know procedure to cook apple pie,recipe
15919,can you tell me which shots i need for africa,vaccines
8811,i need that repeated,repeat
4836,tell me the definition of the word redemption,definition
7415,provide me the name of who programmed you,who_made_you
13838,can you tell me if zeus does reservations,accept_reservations
10107,is my daughter's birthday on my calendar,calendar
40,help me transfer $100 from my checking to saving account,transfer
4034,what percentage full is my gas tank,gas
17437,i need to send my current location to sean,share_location
16273,find all the as in happiness,spelling
3045,when is my meeting with jim scheduled for,meeting_schedule
14585,when was the car in the shop,last_maintenance
16021,how much paid time off do i have saved,pto_balance
18636,i'll need a rental car from 3/3 - 3/14 in vegas,car_rental
16917,do you have any hobbies to speak of,what_are_your_hobbies
5041,what is the protocol for modifying my insurance policy,insurance_change
6684,i wish to know the types of subjects are you familiar with,what_can_i_ask_you
21935,please show me how to set up my paycheck for direct deposit to my chase account,direct_deposit
13449,boost volume to 4,change_volume
3930,play the song called wreckless love,play_music
8278,i wish to pay my cable bill,pay_bill
4237,can you book a car rental today to new york city to philadelphia,car_rental
9574,is there a reminder set to clean the gutters,reminder
6594,"for the shopping list, add ham as well",shopping_list_update
8417,have they recieved my vacation request and approved it,pto_request_status
5688,change language setting to english,change_language
18344,i want to hear you tell a joke,tell_joke
6575,can you take frozen food of my shopping list,shopping_list_update
18988,what's the way to make apple pie,recipe
2295,can you trll me where to get my w2,w2
21195,what octaine is recommended for this car,gas_type
12377,are there a lot of calories in muffins,calories
2727,what's your boss's name,who_do_you_work_for
8464,what's my day off request's status,pto_request_status
14590,can you remind me of when i last had an oil change,last_maintenance
17406,share my gps coordinates with my brother,share_location
10602,call hr so i can figure out how many days off i've taken,pto_used
5247,is it safe to travel to rio de janeiro (is rio de janeiro safe),travel_alert
13917,can you find my package,order_status
4033,how's my gasoline how much do i have left,gas
10663,which days did i take off work,pto_used
13723,can i expect chili's to be busy at 4:30,how_busy
17443,i would like ms johannson and ms alba to be informed of my location,share_location
21623,can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel
10542,"can i carry on a garment bag, a small travel bag, and a back pack on my trip with american airlines",carry_on
6228,randomly pick between heads or tails and tell me if tails wins,flip_coin
7807,can you skip this song,next_song
8195,what's my reward balance on my amex card,rewards_balance
20548,is my tire pressure good,tire_pressure
13283,what is the current exchange rate for the dollar and the yen,exchange_rate
57,i'd like to transfer $400 from household to savings account,transfer
1445,what is my health insurance,insurance
445,what's the current time,time
9005,how long before i neet to get my oil changed,oil_change_when
215,are there any travel advisories for the us,travel_alert
10115,what does my schedule look like for april 1,calendar
15151,can you book me a place to stay in denver from wednesday to friday,book_hotel
626,"throw eggs on my shopping list, please",shopping_list_update
13085,should i purchase a new plug converter when in france,plug_type
760,would you tell me my bank balance,balance
3012,when was my last visit to the car shop,last_maintenance
199,find my cellphone for me!,find_phone
181,can you help me locate my phone,find_phone
22481,was there a problem with my card yesterday,card_declined
2518,can you book a meeting room for friday at 9:00 am,schedule_meeting
19782,what's the time,time
11409,how about a reminder,reminder_update
18252,could i cancel my reservations,cancel_reservation
6590,i'm low on cherrios can you add that to the shopping list,shopping_list_update
1644,is my apr rate good,apr
15727,discontinue your current task,cancel
21546,can you tell me what ingredients are needed for cinnamon buns,ingredients_list
11164,could you roll the 8 sided dice,roll_dice
9958,"on my wells fargo mastercard, what is the current apr",apr
8974,what is the highway mpg on this car,mpg
11192,roll an eight sided die,roll_dice
16375,how are you this fine day,greeting
9336,insurance benefit details,insurance
5739,when will i recieve my next paycheck,payday
20933,are you able to switch butter and oil,ingredient_substitution
15036,who is knocking,smart_home
8750,how do i handle the situation if i lost my luggage,lost_luggage
12735,cats or dogs,do_you_have_pets
19447,i was at zales trying to buy a ring and my card got declined,card_declined
534,"flip a coin, heads",flip_coin
5373,request pto from march 8th until march 11th,pto_request
954,what's the name you use for me,user_name
5292,is there a travel alert for that country,travel_alert
17814,"are you ai, or a person",are_you_a_bot
10336,what is 213 times 3,calculator
11179,shoot the dice!,roll_dice
10266,i need an uber to the movies,uber
10158,what is on my schedule for the day of march 5th,calendar
1344,whats the fuel economy of this car,mpg
6003,has my application for the mastercard card gone through,application_status
1254,how do i apply for a visa card,new_card
17660,start playing some music,play_music
1219,what is my credit rating,credit_score
218,what travel alerts are in effect for the us,travel_alert
9466,please put cleaning on my list of things to do,todo_list_update
20260,how much have i spent lately,spending_history
20771,from april to may i will be in america so i need to notify my bank,travel_notification
16087,provide me the number of vacation days i have,pto_balance
21518,when was the car last services,last_maintenance
15759,don't continue with what you're doing,cancel
7073,how much money do i have total,balance
5541,tell me something neat about the ocean floor,fun_fact
14621,do i have any meetings with roger today,meeting_schedule
8729,my luggage is missing i was on american airlines flight ab123 out of dallas,lost_luggage
1062,can you suggest a french restaurant,restaurant_suggestion
20369,what,repeat
20872,how long does it take to make pho,cook_time
18255,can you cancel my 5:30 pm table reservation at parc,cancel_reservation
16678,direct deposit instructions,direct_deposit
705,help me figure out how to change my oil,oil_change_how
10928,i need to disconnect from my phone,sync_device
11870,set an alarm for 5 pm,alarm
4830,describe the meaning of dog,definition
19315,i would like to order additional checkbooks to me mailed to my home address,order_checks
7589,"utilizing an automobile known as a bus, how long will it take to get to detroit",distance
21036,where would i find my w-2,w2
3957,lets play some music by korn,play_music
7238,turn off my bank account,freeze_account
12531,are the reviews for mi casita good,restaurant_reviews
11755,dial someone's phone number,make_call
26,how do you say dog in spanish,translate
10925,you have to connect to my phone,sync_device
15086,can you please start my car,smart_home
17751,add farm trip to my calendar for friday,calendar_update
16683,how to set up direct deposit for paychecks,direct_deposit
21326,explain what my credit limit is,credit_limit
6390,i'd rather have you call be ray ray,change_user_name
5554,give me an interesting fact about antarctica,fun_fact
22374,i need to quick dinner suggestions,meal_suggestion
4191,i'd like to start calling you jake,change_ai_name
10601,what amount of days off have i already utilized,pto_used
9554,what do i want to remember,reminder
14133,cya later,goodbye
4154,i would like to hear a joke,tell_joke
5409,how can i build my credit,improve_credit_score
12774,i must know what kinds of pets you have,do_you_have_pets
2389,i cannot use my card cuz it's damaged,damaged_card
21220,when would be a wise time to replace my tires,tire_change
19435,why was my card not accepted yesterday,card_declined
11674,can i substitute salt for pepper,ingredient_substitution
22363,can you suggest a mexican dish,meal_suggestion
22417,how much do you start at,income
4090,please add this song to my study playlist,update_playlist
14110,"that's all, bye",goodbye
16939,do you have anything you enjoy to do,what_are_your_hobbies
15302,what are the conditions like in sarasota,weather
17357,how much do i owe on my cable bill,bill_balance
7401,what's your design company,who_made_you
4907,why do you think we're here,meaning_of_life
3701,may i increase my credit limit by 500 dollars,credit_limit_change
6954,please book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation
13022,what plug types are there in cuba,plug_type
7413,could you let me know who made you,who_made_you
83,in 15 minutes the timer should go off,timer
3856,has my electricity bill increased this month how much,bill_balance
18775,tell me how to jump start my dead battery,jump_start
14426,what kind of international transaction fees are related to my amex,international_fees
15688,would you mind switching to whisper mode,whisper_mode
20431,approved,yes
15116,can you find me a hotel for 2 people on april 1st to 4th in rome,book_hotel
12261,do you know when i need to pay my mastercard,bill_due
