ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
742,Trip Advisor,bhatmuruli,7/13/2016,Devine Place,"The Krishna temple is a nice good, calm and peaceful place. The hare ram chant by the people brings the divinity and makes you feel happy. This is a must visit place if you are in Bangalore",4,POSITIVE
743,Google + HK HILL,bhavana rushi,7/31/2016,NA,Very peaceful and beautiful place,5,POSITIVE
744,Google + HK HILL,Bhavendra Pawar,7/21/2017,NA,Nice krishna temple and good food well cleaned temple i loved it,5,POSITIVE
745,Google + HK HILL,Bhavesh Chauhan,12/14/2016,NA,"Awesome place ! Big temple , good security .",4,POSITIVE
746,Google + HK HILL,bhavik joshi,4/29/2016,Na,Beautiful temple,4,POSITIVE
747,Facebook,Bhavika Tarun Chugani,6/18/2015,,One of the best place that gives you peace n harmony to ur mind n soul!!!Hare rama Hare Krishna!!Krishna Krishna Hare Hare!!,5,POSITIVE
748,Trip Advisor,Bhavin.P. S,6/10/2016,One of the Major attractions on Bengaluru,"This temple, when built was one of the trendsetters of modern bangalore. Situated on a hill and very well maintained, it is a must visit place in bangalore.",4,POSITIVE
749,Trip Advisor,bhavin0180,10/6/2015,"Neat, clean and outstandingly crafted temple","I had being to this temple several times with family. You feel something different when you visit it. Avoid visiting during peak days as it may not give the feeling of calmness and space to view inside the temple. Lot of parking space is available and do not park outside premises as it may towed area its kind a busy area since Yeshwant railway station is next to it. Also for shopping Orion mall is near by and if you have Metro wholesale card, is just next to the premises. You have walk up to the main entrance and there are lots of small temples on the way up. For senior citizens and parents will small babies, there is lift available near the parking area which takes you to the main temple. You can ask to the parking staff about it. Also good variety of food is available inside the premises which is always tasty :). To reach ISKCON, should not be headache as anyone can take bus which is on the way to Yeshwantpur from any location of Bangalore city. Note, there are chances no direct buses are available and you can change buses from Majestic or Shivajinagar bus depot if required. Must visit for people you wish to see in and around Bangalore. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r316497982-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",5,POSITIVE
750,Google + HK HILL,Bhavya v sridhar,6/8/2017,NA,"One of the most popular temples in Bangalore:Very well organized and cleanly maintained. -We mostly used to go here as kids to eat :D Used to love their prasadam, it doesn't taste the same now",4,POSITIVE
751,Trip Advisor,Bhavya77,4/11/2015,I am glad to visit this temple,We visited this temple in the month of February of this year.The temple environment and total atmosphere is sooo nice.I highly recommend my friends to visit this temple in there Holidays occation.,5,POSITIVE
752,Facebook,Bheemashi Krishnaiah,1/1/2015,,Really great tempal god is great,2,POSITIVE
753,Trip Advisor,bhim_bec,5/15/2015,Good Place,the top view of the temple is very nice and temple architect is awesome. Good to visit during weekend and during Krishan Janmastami.,5,POSITIVE
754,Trip Advisor,bhmanju,2/1/2017,Jai RadhaKrishna,ISKON- The temple visited by locals and tourists through our the day..one must have Darshan of Sri Radha Krishna during Arathi in the evening..!,5,POSITIVE
755,Trip Advisor,bhmanju,7/15/2016,Radha-Krishna Darshan,Journey from mandir Entrance till Divya Darshan of Radha Krishna and Aarathi. especially in the late Evening is full of Bhakhti and Love Showered all Over.,5,POSITIVE
756,Trip Advisor,BHMDUDE,8/22/2016,Beautiful Temple,Beautiful temple in the heart of the city. Located near orion mall. You will find lot of shops to buy religious things within the temple premises. Worth a visit.,4,POSITIVE
757,Trip Advisor,Bhupendra G,7/8/2015,?WoW - What a temple?,Temple is huge but still maintenance is superb. Large number of devotees comes on weekend and they do also have special programmes on weekends. Special arrangements of darshan for foreigner so that their experience should also be memorable. I enjoy going their and Orion mall near to this makes complete day outing Visit one and you will become regular http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r286574815-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#,5,POSITIVE
758,Trip Advisor,Bhupeshrajan,1/14/2016,Wonderful experience!,The temple is wonderfully built and maintained. Its blissful experience in the main hall.The food they serve in the food shop is excellent.,4,POSITIVE
759,Google + HK HILL,Bhushan Gondhalekar,2/12/2017,NA,Very cleanly atmosphere Very good place for meditation Best maintained,5,POSITIVE
760,Trip Advisor,bhushanks,2/18/2015,Brand Krsna,"This temple is one of the earliest examples of successful commerce being promoted under religion that I have witnessed. To be fair, many other temples are just as crowded and reeking of money today. I have seen a few Birla Mandirs and the Swamynarayan Temple at Ahmedabad - two examples that came to mind, which are clean, orderly and peaceful with very little evidence of the importance of money. But if you look at the other reviews here, you will notice that they too have felt it is a commercial place like a mall, or a place of entertainment where you can also buy things. Somehow, every religion seems to popularize the notion that spending your money at places of worship is of paramount importance to reinforce your spirituality. Currently I pass before this temple almost every day and am witness to the number of gullibles trudging up the steps. Someone is selling it to them as a tourist destination of religious importance. Big time. I can only say this temple has arrived a long time ago and is still selling.",3,NEGATIVE
761,Trip Advisor,Bicchu S,9/21/2014,Good Neat and clean maintained temple,"You have to stand in queue to reach..Temple is beautiful.But they charge a lot..Organic food wide range of products sold.Handicrafts,CDs, books etc also available in plenty. Very spiritual place. Visited September 2014",4,POSITIVE
762,Trip Advisor,biddusingh,2/14/2017,A must visit temple,It is large and very beautiful temple. One of the largest ISKCON temples. Best place for peace and prayer. Here you will also get nice food.,5,POSITIVE
763,Trip Advisor,bigbobadams,3/7/2013,let down,"We to visit, but was closed during our visit in the afternoon. Ate at the canteen and had terrible service. We kept getting cut in line for our thali lunch. Very frustrating experience. Makes me not want to go back and visit the temple.",3,NEGATIVE
764,Trip Advisor,bigchet,8/9/2016,Very nice,"Nicely put together, clean, good for both hindus and non-hindus. Well organized, very busy, Staff is very courteous",5,POSITIVE
765,Trip Advisor,bigmave1981_travel,11/16/2014,Relax in the arms of LORD... feel very peaceful,"I have been there with family. Nice place to visit, if you want some peace. On weekends, there is a little bit rush, however it is not like how it is during Holi Festival or Krishna Janmasthami. I have availed Rs. 300 pass (which is valid for 6 adult people).The special pass allows you to visit the deities from near as well as they help you to perform puja for you (you can provide your name and gotra). Also, pass gives you as many prasadam laddus as there are adult people (like if you visit 6 members you will six prasadam laddus) as well as it gives a discount of Rs. 70 on any book purchased from there.You can stay there as long as you want and spend some time in meditation as well. While going out you can find various types of items - decorative, ornamental, clothing, food items etc - which is entirely from ISKCON related stuff. One more thing, do not forget to pick your free prasadam of pongal (a.k.a khichdi).",5,POSITIVE
766,Google + HK HILL,Bijay Kumar Pradhan,6/11/2015,,This is a nice temple. So neat and clean,5,POSITIVE
767,Trip Advisor,BIJIT73,7/27/2017,Iskcon,"Very nice and beautiful place to visit in fact a must visit for everyone, Evening aratis are a special treat",5,POSITIVE
768,Facebook,Biju Biswas,6/1/2015,,Hare Krishna Hare Krishna .. Krishna krishna Hare Hare.. Hare rama Hare rama..rama rama Hare Hare....,5,POSITIVE
769,Trip Advisor,BijuGeorgePC,7/19/2015,?Mesmerising temple with lots of Commercial activities around?,Its such a mesmerising experience at this temple. First thing as you gain entry into the temple there a long queue which is very well managed by putting up granite slabs just enough for one person to stand on. By design this mechanism eliminate people from falling on each other unlike in other temple where people literally packedup tight. The best part of this is the main hall where you see all the deities and the wonderful painting on the ceilings. After this starts you commercial journey where you feel in you like in a shopping mall.,4,POSITIVE
770,Google + HK HILL,Bikash Singh,2/13/2017,NA,"Modern temple dedicated to Lord Krishna..food, market, books, animation movie (20 minute), laddu (Prasadam), availabl...",5,POSITIVE
771,Google + HK HILL,Bikramjit Ghosh,5/28/2017,NA,"Divinity, Indian Culture at it's best..",5,POSITIVE
772,Facebook,Binda Suni,3/9/2015,,I like isckon and Krishna. ...!!!,5,POSITIVE
773,Trip Advisor,Bindu A,9/6/2016,Most beautiful temple,I visited isckon temple when I went to Bangalore last visit during march.It is a very beautiful temple of Lord Krishna. very good decorations inside the temple and also very good shops and eating outlets in the temple.,4,POSITIVE
774,Facebook,Bindu Madhavi Komandury,2/25/2015,,One can really indulge themselves into the path of krishna by making every step towards makkanchor by chanting Hare Krishna mantra. I visited this place for once and i just loved the peace over there. Must to watch place.,5,POSITIVE
775,Trip Advisor,Bindu V,7/11/2017,Step into doors of divine..!,"The green environment welcomes into unique glass architecture reflecting the blue color of sky, The melodious chanting of lord krishna brings you out from stress and depression and gives you feeling of gods lap , We can find hundreds of book collection and you can grab out various different articles in the stores...!",4,POSITIVE
776,Google + HK HILL,Binit Jain,9/5/2015,,Awesom Temple Awesome Prasadam ..Peace is where Find Peace Here,5,POSITIVE
777,Trip Advisor,binnie79,1/4/2017,One of Bangalore Must Visits,"This is one of the better managed though crowded place to visit in Bangalore. There are no entry fees but you can take special pass of 150/- and bypass the crowd. Temple is a nice, even if you are not spiritual, you might like the fervor and passion you see amongst other devotees. There are marked pathway leading to the main temple makes it easy for everyone. You can opt for special puja for 300/- per family which includes a discounted book and 2 laddoos also. There is food court, bookstall and its very commercialized, but that's why its clean and well managed. If you are lucky you might get annaprasadam also for free on your way out!! My biggest challenge was to reach the temple due to traffic!! There are parking inside the temple.",4,POSITIVE
778,Trip Advisor,BinodN,5/21/2015,visit of ISKCON Temple,I liked the environment very much which was very good. Must visit for mental peace.Go and sit at least for an hour.,4,POSITIVE
779,Trip Advisor,binoy_13,4/7/2013,find your peace of mind,"when i first went to ISKON it was a spectacular experience for me. the chanting of mantra while climbing t steps , the magnificent idols, the decoration every thing was amusing me. after my prayer i sat down in the open area and even though it was noisy with kids around , i found the place to be very peaceful. the architecture, facility and the arrangements were just too good. after my prayer i went on to the other section which was sales section which has some unique items. the rates were reasonable. the arrangements for safe locker our belonging and chappals were neat and well arranged overall one of ma best experince",5,POSITIVE
780,Trip Advisor,Binu G,8/9/2017,Experience Divinity in Grandeur !,"Far different from the temples and temple complexes that we have seen in our life. But even though a modern ambiance and architecture, the divinity is not lost a bit with 'Hare Rama, Hare Krishna' reverberating in ones ears and soul once we are in.",5,NEUTRAL
781,Trip Advisor,binubal,7/14/2017,A Modern Temple in the middle of Bangalore,"Its easier to reach the place via metro, the station is less than a kilometer far. The temple is on the top of a hill, the view is good from the metro train than from the temple gate itself. Its a well managed temple which looks more like an urban structure than a traditional temple. You need some amount of patience as quite some time has to be spent in queues. As you climb the steps there are smaller sanctoriums of Narasimha swamy and Balaji. Inside the main hall there are a few altars dedicated to Krishna, Radha and Balaram. You can sit and relax there for some time listening to the Bhajans. There are quite a number of shops selling various stuffs from religious books to eatables which can be considered as prasada and also a super market. It can be considered for a half day outing.",3,NEUTRAL
782,Trip Advisor,Binz456,6/5/2017,Amazing temple middle of the city,"i had been to Iskcon temple last month along with my family. We had been to temple by evening 6.30. It was a Saturday, so the temple was very crowded. But volunteers manged the crowed very well . The place is very spacious. we need to keep our shoes near to the entrance. The ISKCON has many small temples in it. once you are in front of the main temple, you can see amazing view of Bangalore. I think photography is prohibited in the temple premises. When you enter the bhajan hall, you will get a amazing feel. all will be in prayers. Securities will push you before you pay or see lord Krishna. I could see the people who came in 100 rupees pass, the priests treating then royally, for others securities treated like slaves. The temple has big canteen, they provide 3 time free food. Also they has big bakery inside the temple, so you can buy sweets from there. The best time to visit the temple is morning 5-30 to 7.30",5,POSITIVE
783,Google + HK HILL,Bipin Antony,11/7/2016,NA,Good temple to visit in Bangalore,5,POSITIVE
784,Trip Advisor,Bipin G,5/28/2016,Hills to Lord Krsna & a trip to spirituality. Awesome place.,"Solace for the soul. An awesome aerial view of the surrounding city. The ""prasadam"" is hot and tasty. Good vegetarian stuff is available for the hungry.",5,POSITIVE
785,Google + HK HILL,Bipin Pandey,6/25/2016,NA,Really awesome Place... Hare Rama Hare Krishna..... Krishna Krishna Hare Hare!!!!!,5,POSITIVE
786,Google + HK HILL,Bipul Talukdar,7/25/2016,NA,Very nice environment.....radhe krisna temple,5,POSITIVE
787,Trip Advisor,birdieman1313,5/7/2013,great food,"good spread, very good quality and can eat without 'fear'...great value for money, super ice cream and dessert... great place and super service",5,POSITIVE
788,Trip Advisor,bisbani23,7/19/2016,ISKON temple Bengalore,It is situated near Sandal soap factory. It is a holy temple for Hindu. God Radha Krishna stay here. Surrounding is picturised.,4,NEUTRAL
789,Facebook,Bishawjit Paul,1/2/2015,,Jay Ram,5,POSITIVE
790,Google + HK HILL,Biswajit Charan,3/29/2017,NA,Very good environment,5,POSITIVE
791,Trip Advisor,Biswajit H,7/12/2017,Nice place,"Must visit place in bangalore, divine place. Well maintained, organised, peaceful place. Ideal for family outings",4,POSITIVE
792,Google + HK HILL,Biswajit Senapati,10/17/2016,NA,Very Good Temple with a very good system. Foods r good. The interior of temple which is made of Gold looks awesome. I...,5,POSITIVE
793,Google + HK HILL,BITTU JHA,5/10/2015,,"Great view, infrastrature is superb...feel walm n calm to stay",4,POSITIVE
794,Facebook,Bittu Singh,8/10/2015,,"It will totaly change your life. I hav no word's hare krishna Hare krishna ,krishna,krishna hare, hare hare Ram hare ram ,ram,ram hare ,hare.",5,POSITIVE
795,Google + HK HILL,BK Gajendra,5/31/2016,Na,Always it will be a great place for us. Just surrender completely unto the lotus feet of GOVINDA. Stay happy the way he keeps bcos he ensures the best for his devotees,4,POSITIVE
796,Trip Advisor,blossomdkb,2/28/2017,So beautiful and spiritual. I was in awe the whole time.,I visited three temples including this one and it was so unique and beautiful. I enjoyed seeing the incredible architectural details and the attention to detail that made this such a beautiful temple.,5,POSITIVE
797,Trip Advisor,BLR43,4/15/2014,Blissful!,"An excellent Mandir of Radha Krishna Chandra. The prasads are heavenly. And after having blissful Darshan, satiate your appetite at The Higher Taste Resatuarnt which serves super tasty food. Strongly recommend advance booking, particularly on weekends. And an excellent lots for parking your cars.",5,POSITIVE
798,Google + HK HILL,Bn Manjunath,1/26/2017,NA,Disciplined and well maintained.,5,POSITIVE
799,Trip Advisor,bnrajagopal224,7/10/2017,Beautiful temple!,This is a beautiful temple located on a small hillock in middle of city on a busy road. This is to be visited more for grandeur and sophistication. Very clean and maintained very meticulously. I did not get any feeling of bhkthi in this place. It is more of a mesmerizing place. It is awesome to see the total devotion of the members of staff in their wok of propagating Krishna consciousness!,4,POSITIVE
800,Facebook,Bobby Gaur,1/8/2015,,JAI SHRI KRISHNA I can devote my life for SHRI KRISHNA?,5,POSITIVE
801,Google + HK HILL,bojjaiah k,5/29/2016,NA,Good places,5,POSITIVE
802,Trip Advisor,Bombze,6/26/2015,Clean and Bright temple - a must see for tourists,"A very clean temple, great for visitors to experience. While it is popular with locals, I always like to take out of town/country visitors here.",4,POSITIVE
803,Trip Advisor,borsoo00,6/12/2017,Golden road for meditation,"Beautiful building, peace at everywhere. Quite spot in the busy city, you can sit aside to meditate. Don't like that you can not walk freely, you have to follow a cordon all the time and you can not take photos anytime of anything you want to.",4,POSITIVE
804,Trip Advisor,Boschenvaal,5/25/2013,Interesting,"It was the first time that we visited a Krishna temple and this was a very interesting visit. When the temple opened there were thousands of followers that streamed into the temple. We followed a separate route but ended up seeing all the ""gods"" and eventually also arrived in the mail hall where we were invited to join in the offerings. When we turned it down it was graciously accepted. It is suggested that you leave your shoes in the car/taxi as they ask you a small fee per pair to keep safe but the guy accepting the shoes ""does not have change"" thus ending you up costing much more.",3,POSITIVE
805,Trip Advisor,bose_rima,1/30/2016,"Cleanest temple, hassle free visit, less crowd",Iskcon temples across India are well maintained and easily accessible to visitors and non-localites.,4,POSITIVE
806,Trip Advisor,boudha1,1/26/2017,a visit to another world!,"you are in the home of Krishna! a true immersion in Hinduism living what some say .... over again, to review, must come back constantly, there are different festivals all the time hare Krishna!",5,POSITIVE
807,Trip Advisor,bpbala2016,6/14/2016,Nice modern Temple,Temple with Good paintings & architecture. Nice prasadam is served is you are life member The premises has sweet shop and a veg restaurant,5,POSITIVE
808,Trip Advisor,bpsingh,4/14/2017,Religious visit,Om shanti!! Amazing place for spiritual unwinding. Take a drop taxi and not full day one.... There is magical power in the place that will ensure you do not go further but will be mesmerized to stay.,5,POSITIVE
809,Trip Advisor,BratNara,12/4/2016,A must visit for experiencing divinity and tranquility,"Iskcon temples are available in almost all the major cities, Bengaluru being no exception. It is on the outskirts of the city on a hillock. The temple has adequate parking facility which is rarely found in Bengaluru and this added a sigh of relief to me. The premises absolutely neat and clean with staff maintaining the standards continuously. The worship place may appear a bit crowded but he people maintained order and silence. The main altar was in a well illuminated and a decorated hall which had big beautiful paintings drawn on the walls and the ceiling. The idol of Lord Radha Krishna was mesmerizing people sit a while after the Darshan for chanting the slokhas. With the Mangala Arthi starting at 4 am there are many pujas conducted during the day and the Shayana arthi being the last ritual of the day at 8pm. From the temple one can see the spectacular view of the surrounding landscapes and buildings of the city. There are literature books available in a variety of languages at the exhibition hall including plethora of artifacts. At the end of the darshan, prasad which is food a devotional offering is distributed among the devotees. It is must visit place in bangalore you must not miss.",4,POSITIVE
810,Trip Advisor,Brinda2001,11/11/2014,Excellent Place,Excellent place to visit. Huge modern temple and a great place to visit during evenings. Do not forget to visit the Higher Taste Restaurant. Excellent Vegetarian Food (Little expensive but good quality). Do not miss lunch buffet if you visit in the morning hours.,5,POSITIVE
811,Trip Advisor,BRKanth,1/7/2016,Good Krishna Temple in Blr,This is one of the finest Krishna temple to visit in Bangalore and it is worth seeing if you are in Bangalore,4,POSITIVE
812,Trip Advisor,browsinthru,3/18/2017,Tourist spot cum religious attraction par excellence,"those who have seen the Jain temples of India with their impeccably kept manner, their cleanliness, would love the ISKCON premises.Very systemically designed by the best brains of the country they are a welcome site to visit many times over.The fact that they are welcome to people from all religions is a point in their favor unlike certain other temples...a must visit... P.S.they are trail blazers in having a fan following on Facebook twitter etc all",5,POSITIVE
813,Trip Advisor,Brundha S,6/26/2017,Beautiful idols and yummy prasadam,"Golden idols of Lord Krishna, Radha and Balaram are beautiful and main shrine of the temple. Inside the temple you will get in touch with your spiritual self by constant chanting of 'hare rama hare krishna'. Nice place for meditation. Do try eateries available inside temple especially jalebis and bhajias. Prasadam i.e khichdi is ultimate here. Also books on Krishna are well illustrated. Overall a calm and spiritual modern temple.",4,POSITIVE
814,Trip Advisor,bsgbalbir,12/6/2015,Religious,"Well maintained temple with organised parking, food, queue, darshan. Best time is to reach by aarti time to enjoy the religious hyms.",4,POSITIVE
815,Trip Advisor,BSK_traveller,5/25/2015,Visited ISKCON with parents,The location is central to major roads. The parking is ample. Lot of walking though since one has to climb through the Lord Narasimha temple through Lord Venkatesha and finally to the Lord Krishna temple. We went on Narsimha jayanti with huge crowds and was pleasantly surprised to see well managed operations. Very well maintained and friendly staff. Devotees are...,4,POSITIVE
816,Google + HK HILL,Budda Swathi,2/5/2017,NA,Temple is very clean and relaxing...It has become commercial.. During exit they made it compulsory that we pass through,3,NEUTRAL
817,Google + HK HILL,Budda Upender,1/17/2017,NA,It is good excellent temple in Bangalore,1,POSITIVE
818,Trip Advisor,Budi T,1/11/2015,Interesting experience from a non-Hindhu's views,"The temple can be seen from a distance. I was suggested to visit this place by a rickshaw driver from my hotel. I was not disappointed. I came in late afternoon. After a long and quiet queue, I entered the temple with hundreds of faithfuls. The temple is a mix between a rather modern and tradition style. Though it was rather busy with visitors, I could feel the peacefulness of the temple with the chant and smell of incents. I stayed in the main hall to do a meditation as well as observing other visitors. On the way out, I was rather surprised on the numbers of things to sell for visitors. None could resist the temptation to buy something. Though I normally I don't buy things, but I was so much tempted to try some sweets and delicacies. Most of them are way to sweet for me. My suggestion is really to find the one that suits you well. At the end of the visit, each visitor will get free food in a small cup (it's dal in a dried leaf bowl).",4,POSITIVE
819,Trip Advisor,bujji16,6/24/2017,MUST VISIT WHEN IN BANGALORE,when you enter the premises you get a feel of being in a godly place. you hear the chants of the bhakti sangeet and i am sure you will hummm along. don't forget to take the prasadam . also try their higher taste restaurant .,5,POSITIVE
820,Trip Advisor,BunchOfYahoos,12/20/2016,Food for the soul and the stomach,"The idols of Radha and Krishna are very beautiful and so are the paintings on the ceiling of the sanctum. If you are lucky, you can sit a bit and meditate. However, one does get a bit hungry after standing in the long line (an orderly line, but long) for darshan. There's great spread of food as soon as step out after darshan and the food is reasonably priced. Everything tastes great: lemon rice, malpua, pakodas. Yum! My favorite is the eggless wheat and jaggery cake. It is divine. There's also a restaurant within the campus and the price in the al-a-carte menu are quite reasonable. If you choose to attack the buffet spread, ensure you have a big stomach and deep pockets. The buffet offers many dishes but it also comes at a steep price.",5,POSITIVE
821,Facebook,Bunny Biswajit,9/7/2016,NA,I love it iskcon temple....very beautiful temple..,5,POSITIVE
822,Trip Advisor,by juliagK6081ZZ,4/18/2017,Blissful visit,"Beautiful temple for Lord Krishna, we visited the temple with friends on the birthday of Rama. Seen a huge celebration. A place for meditation, devotion, prayers.",5,POSITIVE
823,Trip Advisor,C_Gantayat,12/10/2014,A HOLY PLACE,"We had a very good experience in the huge temple. Everything is so well organized here. The best place is purchase of small toys, eatables and books. A must visit if you believe in Lord Krishna and if you are visiting Bangalore. Happy praying!",4,POSITIVE
824,Facebook,CA Ankit Sharma,7/4/2017,NA,"It was divine.. Awesome atmosphere, must visit when you are in Bangalore",4,POSITIVE
825,Trip Advisor,CA_AkshayJ,4/28/2017,Serene Temple with a splendid view,"This is a definite not to be missed place in Bangalore. The temple is not only well maintained but also well organised. Also you wont have any problems of any sort of request for offerings from the priests. They are well prepared if there is a rush. There is a big space allocated for keeping shoes and belongings. However if girls are going sleeveless then they will have to purchase/rent a shawl type stole, since the dress code is strict. Once you are inside the temple, taking of photographs is prohibited. Before entering the main temple of Krishna, you will be visiting the smaller temples of Shri Narasimha and Shri Venkatesh. Before entering the main temple, do look around from the top since the view is splendid (if you during a festival you might see fireworks which are awesome). The view is comparable to that of Birla Mandir in Hyderabad. Inside the temple there is a big hall with very nice paintings/carvings on the roof. The main temple has three chambers of deities. Everything is well managed and the Darshan is in a linear fashion. After the darshan in a line, you can sit in the specified place in front of the main chambers. Thereafter you will be going out the exit with various stalls of religious books and the volunteers will enlighten you on their programs if you are interested to go forward with it. After the exit downwards, you will get various shops of things to buy or eat. Thereafter before going to the fountain area you will get Prasadam. You can take a few pics in the fountain area where from the main temple is in view. After wards you can exit and at the exit there is a restaurant if you would like to eat. Bonus tip : One of the best malls of Bangalore is also nearby - Orion Mall - It has got everything in a mall (even Starbucks) and at the backside is a small artificial lake and am phi theater, sometimes musical fountain with lights is also there. There is BluO also, if you're into bowling.",5,POSITIVE
826,Trip Advisor,Caitlin A,5/28/2016,Nice inside but too much traffic to come here!,Very good to go in the mornings - spiritual and quiet but too much traffic to get here. As per driver - it should have taken 25 minutes but we cam here after 2 hours - Bengaluru traffic is very high inside city area..,4,POSITIVE
827,Trip Advisor,CanadaBunny,5/29/2017,Unique experience,"Iskcon Temple Bangalore: 108 steps of chanting Hare Krishna Hare Rama is a very unique experience especially after 26 hours flight, 3.5 hour sleep, and 8 hours work meeting! Krishna Krishna Hare Hare ... it gives me energy! We went there in the evening. no shoes allowed, even not allowed in your purse. Of course, no photo either. Prepare to leave your shoes in the car. Cell phone is allowed. The chanting and service singing are amazing... worth the time.",4,POSITIVE
828,Trip Advisor,capriyankamour,6/25/2015,God's Lap,Very beautiful temple and very quiet too. Well decorated and queue strictly followed. Eternal Bliss!!,4,POSITIVE
829,Trip Advisor,CaptGuru,5/8/2014,Refreshing and exhilarating,It is the place of pilgrimage in Bangalore. Place for Darshan peace and tranquility. A must visit when you are on Bangalore,5,POSITIVE
830,Trip Advisor,CaptGuru2014,4/28/2014,"A Place of peace, tranquility and prayers","We have been associated with this temple from the foundation stone laying to staphana. We are always keen and eager to go there, including the mangal aarti. We have invited families and friends and they loved it too. An Icon of Bangalore. A must visit if you are in the Garden City",5,POSITIVE
831,Trip Advisor,captrk31,11/11/2014,A spiritual trip,The temple is located on top of a hillock in the city and can be reached by way of transport. A climb and the view of the city is marvellous. The main deity is showing himself in all splendour and you will be moved with emotions standing in front of the deity. The place is well kept by the volunteers to keep the divine atmosphere. There are few restaurant also where you can get the prasadams as well as the typical vegetarian menu.,3,POSITIVE
832,Trip Advisor,captshankar,1/6/2016,A Wonderful Place for Spiritual Pilgrimage & A Must Visit,"Located at Rajajinagar, Built over a Hill (Hare Krishna Hill), this ISKCON Sri Sri Radha Krishna Chandra temple is one of the biggest ones with an amazing blend of modern + old architecture. Opulent Deities of Sri Lakshmi Narasimha, Sri Garudadev & Sri Hanuman, Sri Srinivasa Govinda, Sri Sri Radha Krishna Chandra, Sri Sri Krishna Balaram, Sri Panca Tattva, Srila Prabhupada are a delight to have darshan of. A must visit for all ages alike, specials on Sundays and festivals. One can do spiritual shopping, have sumptuous sattvik prasadam at the stalls or even at the two restaurants which are located in the premises, one can enjoy nice chanting and meditation, listen to nice spiritual kirtans & lectures, watch movies on Krishna,.",5,POSITIVE
833,Trip Advisor,Cariappa_kp,4/8/2013,Nice place but commercialized,Went to this place and found the ambiance and surrounding neat and well maintained till we reach the main place for darshan of Lord krishna but once we are done with darshan and the way out u will found a big shopping mall inside the temple with lot of things sold .. the temple is sacred and give u the spiritual peace but the shopping mall inside take the spirituality out of it for a bit .,3,MIXED
834,Trip Advisor,CarolynTS013,5/4/2017,Beautiful Temple!,The ISKCON temple is very well maintained and it's a beautiful temple in while. The specialty here is the huge ladoo that is peculiar to the place.,5,POSITIVE
835,Trip Advisor,CasperH4040,3/2/2013,Serene and peace giving,"The temple is a fantastic piece of holy architecture, elegantly combining an exterior of glass with wood, gold and gems for the insides. The prayer rooms, one more gorgeous than the other, are overwhelming with their decorations, with the main chamber being such a view, it cannot be described in word. You have to go see this! Funny thing with the bazaar-like halls after the main chamber, offering all you can imagine from books over hand-cut figurines, to t-shirts and even animated Krishna DVDs, introducing the belief to children. End your by contributing to the temple - if not to support the local monks, then at least to contribute to the work they do, among other producing food for 300,000 poor children in Bengaluru every day.",5,POSITIVE
836,Trip Advisor,Cbvp,8/26/2015,?Hare Rama Hare Rama Rama Rama Hare Hare?,Hare Rama Hare Rama Rama Rama Hare Hare.. This is the chants that one hears after entering the temple. a well managed temple on a hillock in bangalore.,5,POSITIVE
837,Trip Advisor,Cesar F,1/10/2015,Interesting place to meet,"Temple very interesting to know. I went with a tour service provided by hotel - and it was worth it as the native driver accompanied me on Tour. The entrance fee is 300 INR - about $ 5 - there are higher values ??but is just down have off ledgers stay at minimum. As I was with an Indian he has advised me to leave the shoe on the car since the temple does not enter the shoe and nothing that can take pictures. There is some segregation status because it was not necessary to go together with the Indians, many wearing traditional costume. I made a way, I would say more VIP. Until you reach the main temple, small temples. In the main temple also had certain privileges and was already ahead of the temple, where along with a person of the temple made me say the mantra Hare Krishna, as a blessing and good vibes. after that, stay in front of the temple sitting there is a certain ritual with Indian and Hare Krishnas, very interesting. One important thing, if without someone you know nãohá no guidance in the temple.",4,POSITIVE
838,Trip Advisor,chaitalid2015,4/10/2017,Beautiful temple,"Its a very beautiful temple of Lord Sri Krishna located on a hill which adds to the beauty, very vibrant atmosphere with bhajans happening inside the main hall.",4,POSITIVE
839,Google + HK HILL,Chaitanyaa Kk,6/7/2017,NA,Well maintained temple and one of the most popular places in Bangalore,4,POSITIVE
840,Trip Advisor,ChaitanyaBanala,3/14/2016,Krishna and more,The temple is a structural beauty in the heart of the city. Great views and pleasant visit.One time visit is recommended,5,POSITIVE
841,Trip Advisor,ChaitanyaIvaturi,6/3/2015,ISKCON Sri Radha Krishna-Chandra Temple,"Sri Radha Krishna Temple has deities of Radha and Krishna located at Rajajinagar, in North Bangalore, Karnataka, India. It is one of the largest ISKCON temples in the world. I visited this temple with my family.The temple is soo neat and clean.all the devotees are following line and it makes happy to visit the god for more time.",5,POSITIVE
842,Google + HK HILL,chaitra g murgesh,6/27/2015,,superb,5,POSITIVE
843,Trip Advisor,chaituk2017,5/14/2017,"God and devotee""",It is lord Krishna where need to see in the large no of devotees we need to be in presence of lord Krishna if we are there at place it is place where only name of lord Krishna listens such a pleasant,5,POSITIVE
